,stations.num,dts,prcp
213,1,11/18/1973,0
214,1,11/19/1973,0
215,1,11/20/1973,0
216,1,11/21/1973,0
217,1,11/22/1973,0
218,1,11/25/1973,0.24
219,1,11/26/1973,0.16
220,1,11/27/1973,NA
221,1,11/28/1973,0.04
222,1,11/29/1973,0.31
223,1,12/2/1973,0.12
224,1,12/3/1973,0
225,1,12/4/1973,NA
226,1,12/5/1973,0
227,1,12/6/1973,NA
228,1,12/9/1973,0
229,1,12/10/1973,NA
230,1,12/11/1973,0
231,1,12/12/1973,NA
232,1,12/13/1973,NA
233,1,12/16/1973,0
234,1,12/17/1973,NA
235,1,12/19/1973,0
236,1,12/20/1973,NA
237,1,1/1/1974,0
238,1,1/2/1974,0
239,1,1/3/1974,0.04
240,1,1/6/1974,NA
241,1,1/7/1974,0
242,1,1/8/1974,0.04
243,1,1/9/1974,0
244,1,1/10/1974,0.2
245,1,1/13/1974,NA
246,1,1/14/1974,NA
247,1,1/15/1974,NA
248,1,1/16/1974,NA
249,1,1/17/1974,NA
250,1,1/20/1974,0
251,1,1/21/1974,NA
252,1,1/22/1974,NA
253,1,1/23/1974,NA
254,1,1/24/1974,0
255,1,1/27/1974,NA
256,1,1/28/1974,NA
257,1,1/29/1974,0
258,1,1/30/1974,0
259,1,1/31/1974,NA
260,1,2/3/1974,0
261,1,2/4/1974,0
262,1,2/5/1974,NA
263,1,2/6/1974,NA
264,1,2/7/1974,NA
265,1,2/10/1974,NA
266,1,2/11/1974,0
267,1,2/12/1974,0
268,1,2/13/1974,NA
269,1,2/14/1974,0.08
270,1,2/17/1974,0
271,1,2/18/1974,NA
272,1,2/19/1974,0
273,1,2/20/1974,NA
274,1,2/21/1974,NA
275,1,2/24/1974,0
276,1,2/25/1974,0
277,1,2/26/1974,0
278,1,2/27/1974,0
279,1,2/28/1974,NA
280,1,3/3/1974,NA
281,1,3/4/1974,NA
282,1,3/5/1974,0
283,1,3/6/1974,0
284,1,3/7/1974,0
285,1,3/10/1974,0.01
286,1,3/11/1974,0.12
287,1,3/12/1974,0
288,1,3/13/1974,NA
289,1,3/14/1974,0
290,1,3/17/1974,NA
291,1,3/18/1974,0
292,1,3/19/1974,0
293,1,3/20/1974,0
294,1,3/21/1974,0
295,1,3/24/1974,0
296,1,3/25/1974,0
297,1,3/26/1974,0
298,1,3/27/1974,0
299,1,3/28/1974,0
300,1,3/31/1974,0
301,1,4/1/1974,0
302,1,4/2/1974,0
303,1,4/3/1974,0
304,1,4/4/1974,0
305,1,4/7/1974,0
306,1,4/8/1974,0
307,1,4/9/1974,0
308,1,4/10/1974,0
309,1,4/15/1974,0
310,1,4/16/1974,0
311,1,4/17/1974,0
312,1,4/18/1974,0
313,1,4/21/1974,0
314,1,4/22/1974,NA
315,1,4/23/1974,0
316,1,4/24/1974,0.16
317,1,4/25/1974,0
318,1,4/28/1974,NA
319,1,4/30/1974,0
320,1,5/1/1974,NA
321,1,5/2/1974,0
322,1,5/5/1974,NA
323,1,5/6/1974,NA
324,1,5/7/1974,NA
325,1,5/8/1974,0
326,1,5/9/1974,NA
327,1,5/12/1974,NA
328,1,5/13/1974,0
329,1,5/14/1974,0
330,1,5/15/1974,0
331,1,5/16/1974,0
332,1,5/19/1974,0
333,1,5/20/1974,0
334,1,5/21/1974,NA
335,1,5/26/1974,0
336,1,5/27/1974,0
337,1,5/28/1974,0
338,1,5/29/1974,0
339,1,5/30/1974,NA
340,1,6/3/1974,0
341,1,6/4/1974,0
342,1,6/5/1974,NA
343,1,6/6/1974,0
344,1,6/9/1974,NA
345,1,6/10/1974,NA
346,1,6/11/1974,0
347,1,6/12/1974,0
348,1,6/13/1974,0
349,1,6/16/1974,NA
350,1,6/17/1974,NA
351,1,6/18/1974,0
352,1,6/19/1974,0
353,1,6/20/1974,0
354,1,6/23/1974,0
355,1,6/24/1974,0
356,1,6/25/1974,NA
357,1,6/26/1974,NA
358,1,6/27/1974,0
359,1,6/30/1974,NA
360,1,7/1/1974,NA
361,1,7/2/1974,NA
362,1,7/3/1974,NA
363,1,7/4/1974,NA
364,1,7/7/1974,0
365,1,7/8/1974,0
366,1,7/9/1974,0
367,1,7/10/1974,0
368,1,7/11/1974,0
369,1,7/14/1974,NA
370,1,7/15/1974,NA
371,1,7/16/1974,NA
372,1,7/17/1974,0
373,1,7/18/1974,0
374,1,7/21/1974,0
375,1,7/22/1974,NA
376,1,7/23/1974,0
377,1,7/24/1974,0
378,1,7/25/1974,NA
379,1,7/28/1974,0
380,1,7/29/1974,0
381,1,7/30/1974,0
382,1,7/31/1974,0
383,1,8/1/1974,0
384,1,8/4/1974,NA
385,1,8/5/1974,0
386,1,8/6/1974,0
387,1,8/7/1974,NA
388,1,8/8/1974,0
389,1,8/11/1974,NA
390,1,8/12/1974,NA
391,1,8/13/1974,0
392,1,8/14/1974,0
393,1,8/15/1974,0
394,1,8/18/1974,0
395,1,8/19/1974,0
396,1,8/20/1974,0
397,1,8/21/1974,0
398,1,8/22/1974,0
399,1,8/25/1974,NA
400,1,8/26/1974,NA
401,1,8/27/1974,0
402,1,8/28/1974,0
403,1,8/29/1974,0
404,1,9/1/1974,NA
405,1,9/2/1974,NA
406,1,9/3/1974,NA
407,1,9/4/1974,NA
408,1,9/5/1974,NA
409,1,9/8/1974,NA
410,1,9/9/1974,0
411,1,9/10/1974,0
412,1,9/11/1974,NA
413,1,9/12/1974,0
414,1,9/15/1974,0
415,1,9/16/1974,0
416,1,9/17/1974,0
417,1,9/18/1974,0
418,1,9/19/1974,0
419,1,9/22/1974,NA
420,1,9/23/1974,NA
421,1,9/24/1974,NA
422,1,9/25/1974,0.39
423,1,9/26/1974,NA
424,1,9/29/1974,NA
425,1,9/30/1974,0.02
426,1,10/1/1974,NA
427,1,10/2/1974,0
428,1,10/3/1974,0.51
429,1,10/6/1974,0.08
430,1,10/7/1974,0
431,1,10/8/1974,0
432,1,10/9/1974,NA
433,1,10/10/1974,0
434,1,10/13/1974,0
435,1,10/14/1974,NA
436,1,10/15/1974,0
437,1,10/16/1974,0
438,1,10/17/1974,NA
439,1,10/20/1974,0.31
440,1,10/21/1974,0.04
441,1,10/22/1974,0.02
442,1,10/23/1974,0
443,1,10/24/1974,0
444,1,10/28/1974,0.12
445,1,10/29/1974,0.2
446,1,10/30/1974,0
447,1,10/31/1974,0
448,1,11/3/1974,0.01
449,1,11/4/1974,0
450,1,11/5/1974,0
451,1,11/6/1974,0
452,1,11/7/1974,NA
453,1,11/10/1974,NA
454,1,11/11/1974,NA
455,1,11/12/1974,0
456,1,11/13/1974,0.08
457,1,11/14/1974,0.04
458,1,11/17/1974,0.01
459,1,11/18/1974,0.08
460,1,11/19/1974,0.01
461,1,11/20/1974,NA
462,1,11/21/1974,0.31
463,1,11/24/1974,0.08
464,1,11/25/1974,0.02
465,1,11/26/1974,NA
466,1,11/27/1974,0.12
467,1,11/28/1974,0
468,1,12/1/1974,0
469,1,12/2/1974,0.04
470,1,12/3/1974,NA
471,1,12/4/1974,0
472,1,12/5/1974,0.08
473,1,12/8/1974,NA
474,1,12/9/1974,NA
475,1,12/10/1974,0.12
476,1,12/11/1974,0.12
477,1,12/12/1974,0.12
478,1,12/15/1974,NA
479,1,12/16/1974,0
480,1,12/17/1974,0
481,1,12/18/1974,0.02
482,1,12/19/1974,0
483,1,12/22/1974,0
484,1,12/23/1974,0.02
485,1,1/1/1975,0
486,1,1/2/1975,NA
487,1,1/5/1975,0
488,1,1/6/1975,0
489,1,1/7/1975,0
490,1,1/8/1975,0
491,1,1/9/1975,0
492,1,1/12/1975,0
493,1,1/13/1975,0
494,1,1/14/1975,0.02
495,1,1/15/1975,NA
496,1,1/16/1975,0.12
497,1,1/19/1975,0
498,1,1/20/1975,NA
499,1,1/21/1975,0.2
500,1,1/22/1975,0.02
501,1,1/23/1975,0
502,1,1/26/1975,0.08
503,1,1/27/1975,0
504,1,1/28/1975,0
505,1,1/29/1975,0.04
506,1,1/30/1975,NA
507,1,2/2/1975,0
508,1,2/3/1975,0
509,1,2/4/1975,0
510,1,2/5/1975,0
511,1,2/6/1975,0
512,1,2/9/1975,0
513,1,2/10/1975,0
514,1,2/11/1975,0
515,1,2/12/1975,0
516,1,2/13/1975,0
517,1,2/16/1975,0.08
518,1,2/17/1975,0.24
519,1,2/18/1975,0
520,1,2/19/1975,0
521,1,2/20/1975,0
522,1,2/23/1975,0
523,1,2/24/1975,0
524,1,2/25/1975,0
525,1,2/26/1975,0
526,1,2/27/1975,0
527,1,3/2/1975,NA
528,1,3/3/1975,0.04
529,1,3/4/1975,NA
530,1,3/5/1975,0
531,1,3/6/1975,0
532,1,3/9/1975,0
533,1,3/10/1975,0.04
534,1,3/11/1975,0
535,1,3/12/1975,0.02
536,1,3/13/1975,0
537,1,3/16/1975,0.04
538,1,3/17/1975,NA
539,1,3/18/1975,0
540,1,3/19/1975,NA
541,1,3/20/1975,0
542,1,3/23/1975,0.04
543,1,3/24/1975,0.08
544,1,3/25/1975,0.08
545,1,3/26/1975,0.12
546,1,3/31/1975,NA
547,1,4/1/1975,0.08
548,1,4/2/1975,0
549,1,4/3/1975,NA
550,1,4/6/1975,NA
551,1,4/7/1975,0
552,1,4/8/1975,0.04
553,1,4/9/1975,NA
554,1,4/10/1975,0
555,1,4/13/1975,NA
556,1,4/14/1975,0
557,1,4/15/1975,0
558,1,4/16/1975,0
559,1,4/17/1975,NA
560,1,4/20/1975,0
561,1,4/21/1975,0
562,1,4/22/1975,NA
563,1,4/23/1975,0
564,1,4/24/1975,0
565,1,4/27/1975,NA
566,1,4/28/1975,0
567,1,4/30/1975,0
568,1,5/1/1975,NA
569,1,5/5/1975,0
570,1,5/6/1975,NA
571,1,5/11/1975,0
572,1,5/12/1975,0.08
573,1,5/13/1975,0
574,1,5/14/1975,0
575,1,5/15/1975,0
576,1,5/19/1975,0
577,1,5/20/1975,0
578,1,5/21/1975,0
579,1,5/22/1975,0
580,1,5/25/1975,0
581,1,5/26/1975,0
582,1,5/27/1975,0
583,1,5/28/1975,0
584,1,5/29/1975,0
585,1,6/1/1975,0
586,1,6/2/1975,0.04
587,1,6/3/1975,0
588,1,6/4/1975,0
589,1,6/5/1975,0
590,1,6/8/1975,0
591,1,6/9/1975,0
592,1,6/10/1975,0
593,1,6/11/1975,0
594,1,6/12/1975,0
595,1,6/15/1975,0
596,1,6/16/1975,0.04
597,1,6/17/1975,0
598,1,6/18/1975,0
599,1,6/19/1975,0
600,1,6/22/1975,0
601,1,6/23/1975,NA
602,1,6/24/1975,0
603,1,6/25/1975,0
604,1,6/26/1975,0
605,1,6/29/1975,0
606,1,6/30/1975,0
607,1,7/1/1975,0
608,1,7/2/1975,0
609,1,7/3/1975,0
610,1,7/6/1975,0
611,1,7/7/1975,0
612,1,7/8/1975,0
613,1,7/9/1975,0
614,1,7/10/1975,NA
615,1,7/13/1975,0
616,1,7/14/1975,0
617,1,7/15/1975,0
618,1,7/16/1975,0
619,1,7/17/1975,NA
620,1,7/20/1975,0
621,1,7/21/1975,NA
622,1,7/22/1975,NA
623,1,7/23/1975,0
624,1,7/24/1975,0
625,1,7/27/1975,0
626,1,7/28/1975,0
627,1,7/29/1975,0
628,1,7/30/1975,0
629,1,7/31/1975,0
630,1,8/3/1975,0
631,1,8/4/1975,0
632,1,8/5/1975,0
633,1,8/6/1975,NA
634,1,8/7/1975,0
635,1,8/10/1975,0
636,1,8/11/1975,0
637,1,8/12/1975,0
638,1,8/13/1975,0
639,1,8/14/1975,0
640,1,8/17/1975,0
641,1,8/18/1975,0
642,1,8/19/1975,0
643,1,8/20/1975,1.22
644,1,8/21/1975,0
645,1,8/24/1975,0
646,1,8/25/1975,0
647,1,8/26/1975,0
648,1,8/27/1975,0
649,1,8/28/1975,0
650,1,8/31/1975,0
651,1,9/1/1975,0
652,1,9/2/1975,0
653,1,9/3/1975,0
654,1,9/4/1975,0
655,1,9/7/1975,0
656,1,9/8/1975,0
657,1,9/9/1975,0.16
658,1,9/10/1975,0.12
659,1,9/11/1975,0.04
660,1,9/14/1975,0
661,1,9/15/1975,NA
662,1,9/16/1975,NA
663,1,9/17/1975,0
664,1,9/18/1975,0
665,1,9/21/1975,0
666,1,9/22/1975,0
667,1,9/23/1975,0
668,1,9/24/1975,0
669,1,9/25/1975,NA
670,1,9/28/1975,0
671,1,9/29/1975,NA
672,1,9/30/1975,0
673,1,10/1/1975,0
674,1,10/2/1975,0
675,1,10/5/1975,0
676,1,10/6/1975,0
677,1,10/7/1975,0
678,1,10/8/1975,0
679,1,10/9/1975,0
680,1,10/12/1975,0.08
681,1,10/13/1975,0
682,1,10/14/1975,0
683,1,10/15/1975,NA
684,1,10/16/1975,0
685,1,10/19/1975,0
686,1,10/20/1975,0
687,1,10/21/1975,0
688,1,10/22/1975,0
689,1,10/23/1975,0
690,1,10/26/1975,0
691,1,10/27/1975,0
692,1,10/28/1975,0
693,1,10/29/1975,0
694,1,10/30/1975,0
695,1,11/2/1975,0
696,1,11/3/1975,0
697,1,11/4/1975,0
698,1,11/5/1975,NA
699,1,11/6/1975,0
700,1,11/9/1975,0
701,1,11/10/1975,0
702,1,11/11/1975,0
703,1,11/12/1975,0
704,1,11/13/1975,0
705,1,11/16/1975,0
706,1,11/17/1975,0
707,1,11/18/1975,0.04
708,1,11/19/1975,0.02
709,1,11/20/1975,0
710,1,11/23/1975,0
711,1,11/24/1975,0
712,1,11/25/1975,0.16
713,1,11/26/1975,0
714,1,11/27/1975,0
715,1,11/30/1975,0
716,1,12/1/1975,0.04
717,1,12/2/1975,0
718,1,12/3/1975,0
719,1,12/4/1975,0
720,1,12/5/1975,0
721,1,12/6/1975,0.01
722,1,12/7/1975,0.01
723,1,12/8/1975,0.01
724,1,12/9/1975,0.08
725,1,12/10/1975,0
726,1,12/11/1975,0.04
727,1,12/12/1975,0.01
728,1,12/13/1975,0
729,1,12/14/1975,0
730,1,12/15/1975,0
731,1,12/16/1975,0
732,1,12/17/1975,0
733,1,12/18/1975,NA
734,1,12/21/1975,0
735,1,12/22/1975,0
736,1,12/23/1975,NA
737,1,1/4/1976,NA
738,1,1/5/1976,0
739,1,1/6/1976,0
740,1,1/7/1976,0
741,1,1/8/1976,0
742,1,1/11/1976,0
743,1,1/12/1976,0.02
744,1,1/13/1976,0
745,1,1/14/1976,NA
746,1,1/15/1976,0
747,1,1/18/1976,0
748,1,1/19/1976,0
749,1,1/20/1976,0
750,1,1/21/1976,0.02
751,1,1/22/1976,0
752,1,1/25/1976,0
753,1,1/26/1976,0
754,1,1/27/1976,0
755,1,1/28/1976,0
756,1,1/29/1976,0
757,1,2/1/1976,0
758,1,2/2/1976,0
759,1,2/3/1976,0
760,1,2/4/1976,0
761,1,2/5/1976,0
762,1,2/8/1976,0
763,1,2/9/1976,0
764,1,2/10/1976,0.02
765,1,2/11/1976,NA
766,1,2/12/1976,0.04
767,1,2/15/1976,0
768,1,2/16/1976,0
769,1,2/17/1976,0
770,1,2/18/1976,0
771,1,2/19/1976,0
772,1,2/22/1976,0
773,1,2/23/1976,0.02
774,1,2/24/1976,NA
775,1,2/25/1976,0
776,1,2/26/1976,0
777,1,2/29/1976,0
778,1,3/1/1976,0
779,1,3/2/1976,0
780,1,3/3/1976,0
781,1,3/4/1976,0
782,1,3/7/1976,0
783,1,3/8/1976,0
784,1,3/9/1976,0
785,1,3/10/1976,0
786,1,3/11/1976,0
787,1,3/14/1976,0.02
788,1,3/15/1976,0
789,1,3/16/1976,0.04
790,1,3/17/1976,0
791,1,3/18/1976,0
792,1,3/21/1976,0
793,1,3/22/1976,0
794,1,3/23/1976,0
795,1,3/24/1976,NA
796,1,3/25/1976,0.12
797,1,3/28/1976,0
798,1,3/29/1976,NA
799,1,3/30/1976,0
800,1,3/31/1976,0
801,1,4/1/1976,0
802,1,4/4/1976,0
803,1,4/5/1976,NA
804,1,4/6/1976,NA
805,1,4/7/1976,0
806,1,4/8/1976,0
807,1,4/11/1976,0
808,1,4/12/1976,0
809,1,4/13/1976,0.04
810,1,4/14/1976,0
811,1,4/19/1976,0
812,1,4/20/1976,0
813,1,4/21/1976,NA
814,1,4/22/1976,0
815,1,4/25/1976,0
816,1,4/26/1976,0
817,1,4/27/1976,0
818,1,4/28/1976,0
819,1,5/2/1976,0
820,1,5/3/1976,0
821,1,5/4/1976,0
822,1,5/5/1976,0
823,1,5/6/1976,0
824,1,5/9/1976,0
825,1,5/10/1976,0
826,1,5/11/1976,NA
827,1,5/12/1976,0.02
828,1,5/13/1976,0
829,1,5/16/1976,0
830,1,5/17/1976,0
831,1,5/18/1976,0
832,1,5/19/1976,0
833,1,5/20/1976,0
834,1,5/23/1976,0
835,1,5/24/1976,NA
836,1,5/25/1976,0
837,1,5/30/1976,0
838,1,5/31/1976,0.08
839,1,6/1/1976,0
840,1,6/2/1976,0
841,1,6/3/1976,0
842,1,6/7/1976,0
843,1,6/8/1976,0
844,1,6/9/1976,0
845,1,6/10/1976,NA
846,1,6/13/1976,0
847,1,6/14/1976,0
848,1,6/15/1976,0
849,1,6/16/1976,0
850,1,6/17/1976,0
851,1,6/20/1976,0
852,1,6/21/1976,0
853,1,6/22/1976,0
854,1,6/23/1976,0
855,1,6/24/1976,0
856,1,6/27/1976,0
857,1,6/28/1976,0
858,1,6/29/1976,0
859,1,6/30/1976,0
860,1,7/1/1976,0
861,1,7/4/1976,0
862,1,7/5/1976,0
863,1,7/6/1976,0
864,1,7/7/1976,0
865,1,7/8/1976,0
866,1,7/11/1976,NA
867,1,7/12/1976,NA
868,1,7/13/1976,NA
869,1,7/14/1976,0
870,1,7/15/1976,NA
871,1,7/18/1976,0
872,1,7/19/1976,NA
873,1,7/20/1976,NA
874,1,7/21/1976,NA
875,1,7/22/1976,0
876,1,7/25/1976,NA
877,1,7/26/1976,NA
878,1,7/27/1976,0
879,1,7/28/1976,0
880,1,7/29/1976,NA
881,1,8/1/1976,NA
882,1,8/2/1976,NA
883,1,8/3/1976,0
884,1,8/4/1976,0
885,1,8/5/1976,0
886,1,8/8/1976,0
887,1,8/9/1976,0
888,1,8/10/1976,0
889,1,8/11/1976,0
890,1,8/12/1976,0
891,1,8/15/1976,0
892,1,8/16/1976,0
893,1,8/17/1976,0
894,1,8/18/1976,0
895,1,8/19/1976,0
896,1,8/22/1976,0
897,1,8/23/1976,0
898,1,8/24/1976,0
899,1,8/25/1976,0
900,1,8/26/1976,0.02
901,1,8/29/1976,0.02
902,1,8/30/1976,0
903,1,8/31/1976,0.02
904,1,9/1/1976,0.2
905,1,9/2/1976,0.04
906,1,9/5/1976,0
907,1,9/6/1976,0
908,1,9/7/1976,0
909,1,9/8/1976,0.2
910,1,9/9/1976,NA
911,1,9/12/1976,NA
912,1,9/13/1976,0
913,1,9/14/1976,NA
914,1,9/15/1976,0.02
915,1,9/16/1976,0.02
916,1,9/19/1976,0.02
917,1,9/20/1976,0
918,1,9/21/1976,0
919,1,9/22/1976,0
920,1,9/23/1976,0.02
921,1,9/26/1976,0.08
922,1,9/27/1976,NA
923,1,9/28/1976,0.31
924,1,9/29/1976,0
925,1,9/30/1976,0
926,1,10/3/1976,0.08
927,1,10/4/1976,0
928,1,10/5/1976,0.08
929,1,10/6/1976,NA
930,1,10/7/1976,0
931,1,10/10/1976,NA
932,1,10/11/1976,0
933,1,10/12/1976,0.02
934,1,10/13/1976,0.02
935,1,10/14/1976,NA
936,1,10/17/1976,0
937,1,10/18/1976,0.02
938,1,10/19/1976,NA
939,1,10/20/1976,NA
940,1,10/21/1976,NA
941,1,10/24/1976,0
942,1,10/25/1976,0
943,1,10/26/1976,0.02
944,1,10/27/1976,0.02
945,1,10/28/1976,0.02
946,1,10/31/1976,0.02
947,1,11/1/1976,0.02
948,1,11/2/1976,0.02
949,1,11/3/1976,0
950,1,11/4/1976,0.02
951,1,11/7/1976,NA
952,1,11/8/1976,0
953,1,11/9/1976,0.08
954,1,11/10/1976,0.04
955,1,11/11/1976,0
956,1,11/14/1976,0
957,1,11/15/1976,NA
958,1,11/16/1976,0.02
959,1,11/17/1976,0.02
960,1,11/18/1976,0
961,1,11/21/1976,0.08
962,1,11/22/1976,0.12
963,1,11/23/1976,0.12
964,1,11/24/1976,0
965,1,11/25/1976,0.02
966,1,11/28/1976,0.02
967,1,11/29/1976,0.24
968,1,11/30/1976,0.02
969,1,12/1/1976,NA
970,1,12/2/1976,0.02
971,1,12/5/1976,0.2
972,1,12/6/1976,NA
973,1,12/7/1976,0.02
974,1,12/8/1976,0
975,1,12/9/1976,0
976,1,12/12/1976,NA
977,1,12/13/1976,0.02
978,1,12/14/1976,0
979,1,12/15/1976,0
980,1,12/16/1976,NA
981,1,12/19/1976,0
982,1,12/20/1976,0.02
983,1,12/21/1976,0.02
984,1,12/22/1976,0.02
985,1,12/23/1976,0
986,1,12/27/1976,0
987,1,12/28/1976,0
988,1,12/29/1976,0
989,1,1/2/1977,0
990,1,1/3/1977,0
991,1,1/4/1977,0
992,1,1/5/1977,0.08
993,1,1/6/1977,0
994,1,1/9/1977,0.01
995,1,1/10/1977,NA
996,1,1/11/1977,0
997,1,1/12/1977,0
998,1,1/13/1977,NA
999,1,1/16/1977,NA
1000,1,1/17/1977,0
1001,1,1/18/1977,NA
1002,1,1/19/1977,0
1003,1,1/20/1977,NA
1004,1,1/23/1977,0
1005,1,1/24/1977,NA
1006,1,1/25/1977,NA
1007,1,1/26/1977,NA
1008,1,1/27/1977,0
1009,1,1/30/1977,0
1010,1,1/31/1977,0
1011,1,2/1/1977,0
1012,1,2/2/1977,NA
1013,1,2/3/1977,0
1014,1,2/6/1977,NA
1015,1,2/7/1977,NA
1016,1,2/8/1977,0
1017,1,2/9/1977,NA
1018,1,2/10/1977,NA
1019,1,2/13/1977,NA
1020,1,2/14/1977,0
1021,1,2/15/1977,0
1022,1,2/16/1977,NA
1023,1,2/17/1977,NA
1024,1,2/20/1977,NA
1025,1,2/21/1977,0
1026,1,2/22/1977,NA
1027,1,2/23/1977,NA
1028,1,2/24/1977,0.08
1029,1,2/27/1977,0
1030,1,2/28/1977,NA
1031,1,3/1/1977,0
1032,1,3/2/1977,0
